id_sumber,penulis,judul,tahun,keterangan
1,Departemen Pendidikan dan Kebudayaan (Depdikbud),KEARIFAN TRADISIONAL DALAM UPAYA PEMELIHARAAN LINGKUNGAN HIDUP PROPINSI DAERAH ISTIMEWA ACEH,1993/1994,Dokumen pemerintah tentang kearifan lokal Aceh
